x y
316.9522820853992 904.6663307751566
204.47354080880936 393.6542927606868
1317.7031261761672 701.6518168252538
211.74430272613773 412.8730626427268
1509.1573531415322 1197.54227011202
1192.3677481721274 1282.8461630564755
1306.6595968795027 716.8610180726217
213.58074067393613 393.1909193015661
293.6946186127382 903.4772917625312
611.6168621663356 990.5294567827457
1303.4769961050088 724.5349028566945
1013.0463321653174 112.45465851547513
283.79444169604653 906.8393718048079
1007.2135061255444 98.93383559577153
309.0236370718205 920.8374046089699
1199.4915469824587 1314.830925508955
1296.9975243414317 708.9079348085751
1105.388085507336 581.6842486835086
1098.017876781822 593.6031210610064
1511.0843318940333 1195.9516427433139
594.8879226484303 995.7666740538896
100.99361111522916 504.65395864278577
605.2888703794613 1009.6911758203565
205.33411582563534 413.3826986679089
1296.3725018246353 709.1713821715019
196.0149095107241 400.2670374169574
1493.400489370653 1221.7542849692293
1294.3855220455148 682.1342025753352
1205.0274989125148 1288.1680143195094
1096.1256691392036 593.706201086638
503.14782951387673 1094.4784125373262
108.3901971042526 483.06629417037965
94.79973726223152 502.5889714819447
1199.0110108063816 1299.4927395502461
101.69217899081544 491.23849155432936
998.0635152207853 92.27843555244587
1088.3580753165045 589.6858364559758
196.3803486793844 401.11449021891383
512.2536126292515 1093.6014978041428
1109.5101571816708 612.6238195241499
192.01836566619133 396.1247690093181
102.67735409056172 485.31375566738495
1302.136132580229 692.6110270973386
626.5689625233074 1012.7772883792763
95.89661421058632 501.9862161410528
489.85145328028193 1116.9375126798727
106.02416514532436 508.5643682388884
107.36779603250103 489.2345335216253
314.56857898397385 903.524537419341
1499.5755380610055 1197.846229480402
1099.6603025785603 610.5520498382672
210.61209938732105 395.00298551872197
596.5751714583279 984.7516432307256
1207.648968553284 1292.6555385404988
589.307758901291 1000.4716750885256
1308.5678088702741 687.732500339126
498.9918022341872 1102.9983728538798
1510.047607026375 1205.2819315798497
515.4426583802448 1116.0296155233598
1108.433956558082 591.8776490143355
1204.7491019594486 1292.3983941478564
294.85786589356854 914.3407962657107
568.6489870818019 1007.3748918931786
499.1490082403916 1083.5053334047082
514.7277255264389 1109.767942545135
996.9195694588515 103.19750315672772
1206.005724833309 1285.577120353074
1102.4795116840335 605.2889163533714
1026.881540610827 84.65666691820992
1016.5708507314476 103.12514088952666
301.7207182356039 907.8067444141627
1305.3752648860773 697.2876792340691
1094.3355948453045 606.3341321501714
517.3258523807705 1100.3711668287924
202.81240065549582 386.5250520345065
1001.418037202989 103.60850139369333
295.2019316957787 905.2006382065172
593.8130487310129 1005.1189493611897
323.4414204810517 913.923618384397
604.1846869669045 1011.1284959709188
292.37008416911385 901.0399025955837
1183.917876727301 1292.0855522305662
203.64398011658793 395.3662125852602
1095.8055607975664 594.8181961419932
1494.8793082017153 1200.4307316410043
103.71753525635904 507.8874465005062
1005.7877639840693 86.77583948672968
1282.6946956269205 712.5237119044417
592.3857518036672 994.0780495184438
97.09133132792985 502.1535881305001
1500.8973695836773 1196.825703460334
1504.9701401637426 1196.2306437159284
1207.5725239054007 1305.727696216118
495.75637124346474 1097.0914121913318
1196.0153237230209 1284.9234730112703
1490.4785681753542 1202.2771245373071
1011.3264312801313 101.37643966635609
497.10355482072765 1099.6297028772344
1507.2348225951393 1213.3289078197492
995.724698801883 106.57443254275532
